"ensembl_gene_id"	"description"	"uniprot_gn_symbol"
"3161"	"ENSMUSG00000054675"	"transmembrane protein 119 [Source:MGI Symbol;Acc:MGI:2385228]"	"Tmem119"
"3162"	"ENSMUSG00000054717"	"high mobility group box 2 [Source:MGI Symbol;Acc:MGI:96157]"	"Hmgb2"
"3163"	"ENSMUSG00000054737"	"zinc finger protein 182 [Source:MGI Symbol;Acc:MGI:2442220]"	"Zfp182"
"3164"	"ENSMUSG00000054766"	"SET nuclear oncogene [Source:MGI Symbol;Acc:MGI:1860267]"	"Set"
"3165"	"ENSMUSG00000054770"	"potassium channel tetramerisation domain containing 18 [Source:MGI Symbol;Acc:MGI:3603813]"	"Kctd18"
"3166"	"ENSMUSG00000054792"	"kelch-like 18 [Source:MGI Symbol;Acc:MGI:2143315]"	"Klhl18"
"3167"	"ENSMUSG00000054793"	"cell adhesion molecule 4 [Source:MGI Symbol;Acc:MGI:2449088]"	"Cadm4"
"3168"	"ENSMUSG00000054814"	"ubiquitin specific peptidase 46 [Source:MGI Symbol;Acc:MGI:1916977]"	"Usp46"
"3169"	"ENSMUSG00000054823"	"nuclear receptor binding SET domain protein 3 [Source:MGI Symbol;Acc:MGI:2142581]"	"Nsd3"
"3170"	"ENSMUSG00000054986"	"SEC14-like lipid binding 3 [Source:MGI Symbol;Acc:MGI:3617848]"	"Sec14l3"
"3171"	"ENSMUSG00000055003"	"leucine-rich repeats and transmembrane domains 2 [Source:MGI Symbol;Acc:MGI:2141485]"	"Lrtm2"
"3172"	"ENSMUSG00000055013"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:2653690]"	"Agap1"
"3173"	"ENSMUSG00000055148"	"Kruppel-like factor 2 (lung) [Source:MGI Symbol;Acc:MGI:1342772]"	"Klf2"
"3174"	"ENSMUSG00000055172"	"complement component 1, r subcomponent A [Source:MGI Symbol;Acc:MGI:1355313]"	"C1ra"
"3175"	"ENSMUSG00000055296"	"transmembrane protein 245 [Source:MGI Symbol;Acc:MGI:2445107]"	"Tmem245"
"3176"	"ENSMUSG00000055319"	"Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915]"	"Sec23ip"
"3177"	"ENSMUSG00000055322"	"tensin 1 [Source:MGI Symbol;Acc:MGI:104552]"	"Tns1"
"3178"	"ENSMUSG00000055401"	"F-box protein 6 [Source:MGI Symbol;Acc:MGI:1354743]"	"Fbxo6"
"3179"	"ENSMUSG00000055407"	"microtubule-associated protein 6 [Source:MGI Symbol;Acc:MGI:1201690]"	"Map6"
"3180"	"ENSMUSG00000055447"	"CD47 antigen (Rh-related antigen, integrin-associated signal transducer) [Source:MGI Symbol;Acc:MGI:96617]"	"Cd47"
"3181"	"ENSMUSG00000055531"	"cleavage and polyadenylation specific factor 6 [Source:MGI Symbol;Acc:MGI:1913948]"	"Cpsf6"
"3182"	"ENSMUSG00000055609"	"hemoglobin X, alpha-like embryonic chain in Hba complex [Source:MGI Symbol;Acc:MGI:96019]"	"Hba-x"
"3183"	"ENSMUSG00000055609"	"hemoglobin X, alpha-like embryonic chain in Hba complex [Source:MGI Symbol;Acc:MGI:96019]"	"Hbz"
"3184"	"ENSMUSG00000055612"	"cell division cycle associated 7 [Source:MGI Symbol;Acc:MGI:1914203]"	"Cdca7"
"3185"	"ENSMUSG00000055720"	"ubiquitin-like 7 (bone marrow stromal cell-derived) [Source:MGI Symbol;Acc:MGI:1916709]"	"Ubl7"
"3186"	"ENSMUSG00000055723"	"related RAS viral (r-ras) oncogene 2 [Source:MGI Symbol;Acc:MGI:1914172]"	"Rras2"
"3187"	"ENSMUSG00000055737"	"growth hormone receptor [Source:MGI Symbol;Acc:MGI:95708]"	"Ghr"
"3188"	"ENSMUSG00000055745"	"retrotransposon Gag like 6 [Source:MGI Symbol;Acc:MGI:2675858]"	"Rtl6"
"3189"	"ENSMUSG00000055805"	"formin-like 1 [Source:MGI Symbol;Acc:MGI:1888994]"	"Fmnl1"
"3190"	"ENSMUSG00000055839"	"elongin B [Source:MGI Symbol;Acc:MGI:1914923]"	"Elob"
"3191"	"ENSMUSG00000055866"	"period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265]"	"Per2"
"3192"	"ENSMUSG00000055932"	"fat mass and obesity associated [Source:MGI Symbol;Acc:MGI:1347093]"	"Fto"
"3193"	"ENSMUSG00000056025"	"chloride channel accessory 3A1 [Source:MGI Symbol;Acc:MGI:1316732]"	"Clca3a1"
"3194"	"ENSMUSG00000056069"	"OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol;Acc:MGI:2687281]"	"Otulinl"
"3195"	"ENSMUSG00000056124"	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1928380]"	"B4galt6"
"3196"	"ENSMUSG00000056216"	"CCAAT/enhancer binding protein (C/EBP), gamma [Source:MGI Symbol;Acc:MGI:104982]"	"Cebpg"
"3197"	"ENSMUSG00000056220"	"phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:MGI Symbol;Acc:MGI:1195256]"	"Pla2g4a"
"3198"	"ENSMUSG00000056267"	"centrosomal protein 70 [Source:MGI Symbol;Acc:MGI:1915371]"	"Cep70"
"3199"	"ENSMUSG00000056313"	"transcriptional and immune response regulator [Source:MGI Symbol;Acc:MGI:1916318]"	"Tcim"
"3200"	"ENSMUSG00000056394"	"ligase I, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:101789]"	"Lig1"
"3201"	"ENSMUSG00000056429"	"trans-golgi network protein [Source:MGI Symbol;Acc:MGI:105080]"	"Tgoln1"
"3202"	"ENSMUSG00000056492"	"adhesion G protein-coupled receptor F5 [Source:MGI Symbol;Acc:MGI:2182928]"	"Adgrf5"
"3203"	"ENSMUSG00000056501"	"CCAAT/enhancer binding protein (C/EBP), beta [Source:MGI Symbol;Acc:MGI:88373]"	"Cebpb"
"3204"	"ENSMUSG00000056515"	"RAB31, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1914603]"	"Rab31"
"3205"	"ENSMUSG00000056531"	"coiled-coil domain containing 18 [Source:MGI Symbol;Acc:MGI:1922974]"	"Ccdc18"
"3206"	"ENSMUSG00000056692"	"inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:MGI Symbol;Acc:MGI:106281]"	"Ilrun"
"3207"	"ENSMUSG00000056708"	"immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072]"	"Ier5"
"3208"	"ENSMUSG00000056749"	"nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]"	"Nfil3"
"3209"	"ENSMUSG00000056770"	"SET domain containing 3 [Source:MGI Symbol;Acc:MGI:1289184]"	"Setd3"
"3210"	"ENSMUSG00000056888"	"GLI pathogenesis-related 1 (glioma) [Source:MGI Symbol;Acc:MGI:1920940]"	"Glipr1"
"3211"	"ENSMUSG00000056938"	"acyl-Coenzyme A binding domain containing 4 [Source:MGI Symbol;Acc:MGI:1914381]"	"Acbd4"
"3212"	"ENSMUSG00000056999"	"insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412]"	"Ide"
"3213"	"ENSMUSG00000057113"	"nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"	"Npm1"
"3214"	"ENSMUSG00000057133"	"chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]"	"Chd6"
"3215"	"ENSMUSG00000057137"	"transmembrane protein 140 [Source:MGI Symbol;Acc:MGI:1915737]"	"Tmem140"
"3216"	"ENSMUSG00000057143"	"tripartite motif-containing 12C [Source:MGI Symbol;Acc:MGI:4821183]"	"Trim12c"
"3217"	"ENSMUSG00000057176"	"coiled-coil domain containing 189 [Source:MGI Symbol;Acc:MGI:2685012]"	"Cfap119"
"3218"	"ENSMUSG00000057230"	"AP2 associated kinase 1 [Source:MGI Symbol;Acc:MGI:1098687]"	"Aak1"
"3219"	"ENSMUSG00000057315"	"Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647]"	"Arhgap24"
"3220"	"ENSMUSG00000057388"	"mitochondrial ribosomal protein L18 [Source:MGI Symbol;Acc:MGI:1914931]"	"Mrpl18"
"3221"	"ENSMUSG00000057406"	"nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574]"	"Nsd2"
"3222"	"ENSMUSG00000057411"	"adenine nucleotide translocase lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2384888]"	"Antkmt"
"3223"	"ENSMUSG00000057554"	"lectin, galactose binding, soluble 8 [Source:MGI Symbol;Acc:MGI:1928481]"	"Lgals8"
"3224"	"ENSMUSG00000057604"	"LIM and cysteine-rich domains 1 [Source:MGI Symbol;Acc:MGI:1353635]"	"Lmcd1"
"3225"	"ENSMUSG00000057606"	"collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase [Source:MGI Symbol;Acc:MGI:1338761]"	"Colq"
"3226"	"ENSMUSG00000057614"	"guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]"	"Gnai1"
"3227"	"ENSMUSG00000057722"	"leptin receptor [Source:MGI Symbol;Acc:MGI:104993]"	"Lepr"
"3228"	"ENSMUSG00000057777"	"mab-21-like 2 [Source:MGI Symbol;Acc:MGI:1346022]"	"Mab21l2"
"3229"	"ENSMUSG00000057963"	"inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]"	"Itpk1"
"3230"	"ENSMUSG00000057969"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:MGI Symbol;Acc:MGI:107561]"	"Sema3b"
"3231"	"ENSMUSG00000057982"	"zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"	"Zfp809"
"3232"	"ENSMUSG00000058013"	"septin 11 [Source:MGI Symbol;Acc:MGI:1277214]"	"Septin11"
"3233"	"ENSMUSG00000058145"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17 [Source:MGI Symbol;Acc:MGI:3588195]"	"Adamts17"
"3234"	"ENSMUSG00000058216"	"glutathione S-transferase pi 3 [Source:MGI Symbol;Acc:MGI:2385078]"	"Gstp3"
"3235"	"ENSMUSG00000058290"	"extra spindle pole bodies 1, separase [Source:MGI Symbol;Acc:MGI:2146156]"	"Espl1"
"3236"	"ENSMUSG00000058297"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2 [Source:MGI Symbol;Acc:MGI:1891351]"	"Spock2"
"3237"	"ENSMUSG00000058354"	"keratin 6A [Source:MGI Symbol;Acc:MGI:1100845]"	"Krt6a"
"3238"	"ENSMUSG00000058454"	"7-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1298378]"	"Dhcr7"
"3239"	"ENSMUSG00000058571"	"glypican 6 [Source:MGI Symbol;Acc:MGI:1346322]"	"Gpc6"
"3240"	"ENSMUSG00000058672"	"tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]"	"Tubb2a"
"3241"	"ENSMUSG00000058729"	"lin-9 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:1919818]"	"Lin9"
"3242"	"ENSMUSG00000058793"	"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:MGI Symbol;Acc:MGI:1332236]"	"Cds2"
"3243"	"ENSMUSG00000058799"	"nucleosome assembly protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1855693]"	"Nap1l1"
"3244"	"ENSMUSG00000058835"	"abl interactor 1 [Source:MGI Symbol;Acc:MGI:104913]"	"Abi1"
"3245"	"ENSMUSG00000059005"	"heterogeneous nuclear ribonucleoprotein A3 [Source:MGI Symbol;Acc:MGI:1917171]"	"Hnrnpa3"
"3246"	"ENSMUSG00000059013"	"SH2 domain containing 3C [Source:MGI Symbol;Acc:MGI:1351631]"	"Sh2d3c"
"3247"	"ENSMUSG00000059208"	"heterogeneous nuclear ribonucleoprotein M [Source:MGI Symbol;Acc:MGI:1926465]"	"Hnrnpm"
"3248"	"ENSMUSG00000059248"	"septin 9 [Source:MGI Symbol;Acc:MGI:1858222]"	"Septin9"
"3249"	"ENSMUSG00000059334"	"zinc finger protein 36, C3H type-like 3 [Source:MGI Symbol;Acc:MGI:3525151]"	"Zfp36l3"
"3250"	"ENSMUSG00000059401"	"mastermind-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3045303]"	"Mamld1"
"3251"	"ENSMUSG00000059409"	"protein phosphatase 2, regulatory subunit B', delta [Source:MGI Symbol;Acc:MGI:2388481]"	"Ppp2r5d"
"3252"	"ENSMUSG00000059436"	"Max protein [Source:MGI Symbol;Acc:MGI:96921]"	"Max"
"3253"	"ENSMUSG00000059481"	"plasminogen [Source:MGI Symbol;Acc:MGI:97620]"	"Plg"
"3254"	"ENSMUSG00000059498"	"Fc receptor, IgG, low affinity III [Source:MGI Symbol;Acc:MGI:95500]"	"Fcgr3"
"3255"	"ENSMUSG00000059586"	"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase [Source:MGI Symbol;Acc:MGI:1915751]"	"Nsmce2"
"3256"	"ENSMUSG00000059602"	"synapsin III [Source:MGI Symbol;Acc:MGI:1351334]"	"Syn3"
"3257"	"ENSMUSG00000059714"	"flotillin 1 [Source:MGI Symbol;Acc:MGI:1100500]"	"Flot1"
"3258"	"ENSMUSG00000059743"	"farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]"	"Fdps"
"3259"	"ENSMUSG00000059811"	"atlastin GTPase 2 [Source:MGI Symbol;Acc:MGI:1929492]"	"Atl2"
"3260"	"ENSMUSG00000059901"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 [Source:MGI Symbol;Acc:MGI:2179942]"	"Adamts14"
"3261"	"ENSMUSG00000059921"	"unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412]"	"Unc5c"
"3262"	"ENSMUSG00000059939"	"RIKEN cDNA 9430015G10 gene [Source:MGI Symbol;Acc:MGI:2444364]"	"9430015G10Rik"
"3263"	"ENSMUSG00000059970"	"heat shock protein 2 [Source:MGI Symbol;Acc:MGI:96243]"	"Hspa2"
"3264"	"ENSMUSG00000060002"	"choline phosphotransferase 1 [Source:MGI Symbol;Acc:MGI:2384841]"	"Chpt1"
"3265"	"ENSMUSG00000060032"	"H2J.A histone [Source:MGI Symbol;Acc:MGI:3606192]"	"H2aj"
"3266"	"ENSMUSG00000060036"	"ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:1351605]"	"Rpl3"
"3267"	"ENSMUSG00000060206"	"zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690]"	"Zfp462"
"3268"	"ENSMUSG00000060206"	"zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690]"	"Znf462"
"3269"	"ENSMUSG00000060227"	"golgi membrane protein 2 [Source:MGI Symbol;Acc:MGI:2443129]"	"Golm2"
"3270"	"ENSMUSG00000060261"	"general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722]"	"Gtf2i"
"3271"	"ENSMUSG00000060288"	"peptidyl prolyl isomerase H [Source:MGI Symbol;Acc:MGI:106499]"	"Ppih"
"3272"	"ENSMUSG00000060512"	"RIKEN cDNA 0610040J01 gene [Source:MGI Symbol;Acc:MGI:1923511]"	"0610040J01Rik"
"3273"	"ENSMUSG00000060519"	"torsin family 3, member A [Source:MGI Symbol;Acc:MGI:1353652]"	"Tor3a"
"3274"	"ENSMUSG00000060538"	"transmembrane protein 219 [Source:MGI Symbol;Acc:MGI:1915992]"	"Tmem219"
"3275"	"ENSMUSG00000060548"	"tumor necrosis factor receptor superfamily, member 19 [Source:MGI Symbol;Acc:MGI:1352474]"	"Tnfrsf19"
"3276"	"ENSMUSG00000060568"	"family with sequence similarity 78, member B [Source:MGI Symbol;Acc:MGI:2443050]"	"Fam78b"
"3277"	"ENSMUSG00000060572"	"microfibrillar-associated protein 2 [Source:MGI Symbol;Acc:MGI:99559]"	"Mfap2"
"3278"	"ENSMUSG00000060591"	"interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382]"	"Ifitm2"
"3279"	"ENSMUSG00000060601"	"nuclear receptor subfamily 1, group H, member 2 [Source:MGI Symbol;Acc:MGI:1352463]"	"Nr1h2"
"3280"	"ENSMUSG00000060613"	"cytochrome P450, family 2, subfamily c, polypeptide 70 [Source:MGI Symbol;Acc:MGI:2385878]"	"Cyp2c70"
"3281"	"ENSMUSG00000060639"	"H4 clustered histone 9 [Source:MGI Symbol;Acc:MGI:2448432]"	"Hist2h4"
"3282"	"ENSMUSG00000060639"	"H4 clustered histone 9 [Source:MGI Symbol;Acc:MGI:2448432]"	"H4c1"
"3283"	"ENSMUSG00000060716"	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:MGI Symbol;Acc:MGI:2144989]"	"Plekhh1"
"3284"	"ENSMUSG00000060733"	"inositol polyphosphate multikinase [Source:MGI Symbol;Acc:MGI:1916968]"	"Ipmk"
"3285"	"ENSMUSG00000060802"	"beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]"	"B2m"
"3286"	"ENSMUSG00000060935"	"transmembrane protein 263 [Source:MGI Symbol;Acc:MGI:2143652]"	"Tmem263"
"3287"	"ENSMUSG00000060962"	"dermokine [Source:MGI Symbol;Acc:MGI:1920962]"	"Dmkn"
"3288"	"ENSMUSG00000060992"	"coatomer protein complex, subunit zeta 1 [Source:MGI Symbol;Acc:MGI:1929063]"	"Copz1"
"3289"	"ENSMUSG00000061119"	"prolylcarboxypeptidase (angiotensinase C) [Source:MGI Symbol;Acc:MGI:1919711]"	"Prcp"
"3290"	"ENSMUSG00000061136"	"pre-mRNA processing factor 40A [Source:MGI Symbol;Acc:MGI:1860512]"	"Prpf40a"
"3291"	"ENSMUSG00000061186"	"Scm-like with four mbt domains 2 [Source:MGI Symbol;Acc:MGI:2447794]"	"Sfmbt2"
"3292"	"ENSMUSG00000061207"	"serine/threonine kinase 19 [Source:MGI Symbol;Acc:MGI:1860085]"	"Stk19"
"3293"	"ENSMUSG00000061232"	"histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]"	"H2-K1"
"3294"	"ENSMUSG00000061388"	"casein alpha s2-like B [Source:MGI Symbol;Acc:MGI:105312]"	"Csn1s2b"
"3295"	"ENSMUSG00000061451"	"transmembrane protein 151A [Source:MGI Symbol;Acc:MGI:2147713]"	"Tmem151a"
"3296"	"ENSMUSG00000061533"	"centrosomal protein 128 [Source:MGI Symbol;Acc:MGI:1922466]"	"Cep128"
"3297"	"ENSMUSG00000061607"	"mediator of DNA damage checkpoint 1 [Source:MGI Symbol;Acc:MGI:3525201]"	"Mdc1"
"3298"	"ENSMUSG00000061650"	"mediator complex subunit 9 [Source:MGI Symbol;Acc:MGI:2183151]"	"Med9"
"3299"	"ENSMUSG00000061665"	"CD2-associated protein [Source:MGI Symbol;Acc:MGI:1330281]"	"Cd2ap"
"3300"	"ENSMUSG00000061689"	"DLG associated protein 4 [Source:MGI Symbol;Acc:MGI:2138865]"	"Dlgap4"
"3301"	"ENSMUSG00000061751"	"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]"	"Kalrn"
"3302"	"ENSMUSG00000061755"	"biorientation of chromosomes in cell division 1-like [Source:MGI Symbol;Acc:MGI:2444804]"	"Bod1l"
"3303"	"ENSMUSG00000061878"	"sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]"	"Sphk1"
"3304"	"ENSMUSG00000061947"	"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 [Source:MGI Symbol;Acc:MGI:2667725]"	"Serpina10"
"3305"	"ENSMUSG00000062031"	"protein glucosylgalactosylhydroxylysine glucosidase [Source:MGI Symbol;Acc:MGI:2444047]"	"Pgghg"
"3306"	"ENSMUSG00000062070"	"phosphoglycerate kinase 1 [Source:MGI Symbol;Acc:MGI:97555]"	"Pgk1"
"3307"	"ENSMUSG00000062157"	"interferon lambda receptor 1 [Source:MGI Symbol;Acc:MGI:2429859]"	"Ifnlr1"
"3308"	"ENSMUSG00000062181"	"carboxylesterase 3B [Source:MGI Symbol;Acc:MGI:3644960]"	"Ces3b"
"3309"	"ENSMUSG00000062184"	"heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959]"	"Hs6st2"
"3310"	"ENSMUSG00000062248"	"CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1913447]"	"Cks2"
"3311"	"ENSMUSG00000062300"	"nectin cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97822]"	"Nectin2"
"3312"	"ENSMUSG00000062312"	"erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410]"	"Erbb2"
"3313"	"ENSMUSG00000062352"	"integrin beta 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1306802]"	"Itgb1bp1"
"3314"	"ENSMUSG00000062353"	"predicted gene 15772 [Source:MGI Symbol;Acc:MGI:3805541]"	""
"3315"	"ENSMUSG00000062421"	"ADP-ribosylation factor 2 [Source:MGI Symbol;Acc:MGI:99595]"	"Arf2"
"3316"	"ENSMUSG00000062510"	"NSL1, MIS12 kinetochore complex component [Source:MGI Symbol;Acc:MGI:2685830]"	"Nsl1"
"3317"	"ENSMUSG00000062515"	"fatty acid binding protein 4, adipocyte [Source:MGI Symbol;Acc:MGI:88038]"	"Fabp4"
"3318"	"ENSMUSG00000062519"	"zinc finger protein 398 [Source:MGI Symbol;Acc:MGI:1917856]"	"Zfp398"
"3319"	"ENSMUSG00000062563"	"cystin 1 [Source:MGI Symbol;Acc:MGI:2177632]"	"Cys1"
"3320"	"ENSMUSG00000062580"	"translocase of inner mitochondrial membrane 17a [Source:MGI Symbol;Acc:MGI:1343131]"	"Timm17a"
"3321"	"ENSMUSG00000062646"	"glucosidase, alpha; neutral C [Source:MGI Symbol;Acc:MGI:1923301]"	"Ganc"
"3322"	"ENSMUSG00000062683"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) [Source:MGI Symbol;Acc:MGI:1915192]"	"Atp5g2"
"3323"	"ENSMUSG00000062683"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) [Source:MGI Symbol;Acc:MGI:1915192]"	"Atp5mc2"
"3324"	"ENSMUSG00000062753"	"small integral membrane protein 29 [Source:MGI Symbol;Acc:MGI:2146839]"	"AI413582"
"3325"	"ENSMUSG00000062753"	"small integral membrane protein 29 [Source:MGI Symbol;Acc:MGI:2146839]"	"Smim29"
"3326"	"ENSMUSG00000062762"	"etoposide induced 2.4 mRNA [Source:MGI Symbol;Acc:MGI:108090]"	"Ei24"
"3327"	"ENSMUSG00000062797"	"heat shock protein nuclear import factor [Source:MGI Symbol;Acc:MGI:96738]"	"Hikeshi"
"3328"	"ENSMUSG00000062826"	"carboxylesterase 2F [Source:MGI Symbol;Acc:MGI:1919153]"	"Ces2f"
"3329"	"ENSMUSG00000062867"	"inosine monophosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:109367]"	"Impdh2"
"3330"	"ENSMUSG00000062937"	"methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152]"	"Mtap"
"3331"	"ENSMUSG00000062995"	"islet cell autoantigen 1 [Source:MGI Symbol;Acc:MGI:96391]"	"Ica1"
"3332"	"ENSMUSG00000063011"	"mesothelin [Source:MGI Symbol;Acc:MGI:1888992]"	"Msln"
"3333"	"ENSMUSG00000063015"	"cyclin I [Source:MGI Symbol;Acc:MGI:1341077]"	"Ccni"
"3334"	"ENSMUSG00000063049"	"inhibitor of growth family, member 2 [Source:MGI Symbol;Acc:MGI:1916510]"	"Ing2"
"3335"	"ENSMUSG00000063052"	"leucine rich repeat containing 40 [Source:MGI Symbol;Acc:MGI:1914394]"	"Lrrc40"
"3336"	"ENSMUSG00000063160"	"numb-like [Source:MGI Symbol;Acc:MGI:894702]"	"Numbl"
"3337"	"ENSMUSG00000063229"	"lactate dehydrogenase A [Source:MGI Symbol;Acc:MGI:96759]"	"Ldha"
"3338"	"ENSMUSG00000063268"	"poly (ADP-ribose) polymerase family, member 10 [Source:MGI Symbol;Acc:MGI:3712326]"	"Parp10"
"3339"	"ENSMUSG00000063334"	"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1289274]"	"Krr1"
"3340"	"ENSMUSG00000063415"	"cytochrome P450, family 26, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2176159]"	"Cyp26b1"
"3341"	"ENSMUSG00000063450"	"spectrin repeat containing, nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316]"	"Syne2"
"3342"	"ENSMUSG00000063455"	"RIKEN cDNA D630045J12 gene [Source:MGI Symbol;Acc:MGI:2669829]"	"Kiaa1549"
"3343"	"ENSMUSG00000063455"	"RIKEN cDNA D630045J12 gene [Source:MGI Symbol;Acc:MGI:2669829]"	"D630045J12Rik"
"3344"	"ENSMUSG00000063522"	"lymphocyte antigen 6 complex, locus M [Source:MGI Symbol;Acc:MGI:1914288]"	"Ly6m"
"3345"	"ENSMUSG00000063524"	"enolase 1, alpha non-neuron [Source:MGI Symbol;Acc:MGI:95393]"	"Eno1"
"3346"	"ENSMUSG00000063524"	"enolase 1, alpha non-neuron [Source:MGI Symbol;Acc:MGI:95393]"	"EG433182"
"3347"	"ENSMUSG00000063663"	"bromodomain and WD repeat domain containing 3 [Source:MGI Symbol;Acc:MGI:3029414]"	"Brwd3"
"3348"	"ENSMUSG00000063767"	"S100 calcium binding protein A7A [Source:MGI Symbol;Acc:MGI:2687194]"	"S100a15a"
"3349"	"ENSMUSG00000063838"	"CDC42 effector protein (Rho GTPase binding) 5 [Source:MGI Symbol;Acc:MGI:1929745]"	"Cdc42ep5"
"3350"	"ENSMUSG00000063870"	"chromodomain helicase DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1344380]"	"Chd4"
"3351"	"ENSMUSG00000063884"	"pentatricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1917206]"	"Ptcd3"
"3352"	"ENSMUSG00000063894"	"zinc finger with KRAB and SCAN domains 8 [Source:MGI Symbol;Acc:MGI:1913815]"	"Zkscan8"
"3353"	"ENSMUSG00000063929"	"cytochrome P450, family 4, subfamily a, polypeptide 32 [Source:MGI Symbol;Acc:MGI:3717148]"	"Cyp4a32"
"3354"	"ENSMUSG00000063931"	"peptidase D [Source:MGI Symbol;Acc:MGI:97542]"	"Pepd"
"3355"	"ENSMUSG00000063972"	"nuclear receptor subfamily 6, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352459]"	"Nr6a1"
"3356"	"ENSMUSG00000064016"	"predicted gene 648 [Source:MGI Symbol;Acc:MGI:2685494]"	"Gm648"
"3357"	"ENSMUSG00000064032"	"predicted gene 10143 [Source:MGI Symbol;Acc:MGI:3704492]"	""
"3358"	"ENSMUSG00000064037"	"GPN-loop GTPase 1 [Source:MGI Symbol;Acc:MGI:1921504]"	"Gpn1"
"3359"	"ENSMUSG00000064061"	"DAZ interacting protein 3, zinc finger [Source:MGI Symbol;Acc:MGI:1917433]"	"Dzip3"
"3360"	"ENSMUSG00000064090"	"vaccinia related kinase 2 [Source:MGI Symbol;Acc:MGI:1917172]"	"Vrk2"
"3361"	"ENSMUSG00000064120"	"molybdenum cofactor synthesis 1 [Source:MGI Symbol;Acc:MGI:1928904]"	"Mocs1"
"3362"	"ENSMUSG00000064127"	"mediator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1349442]"	"Med14"
